Gene	ckcc_reference/TCGA-MP-A4T4-01	ckcc_reference/TCGA-KK-A8IG-01	ckcc_reference/TCGA-A8-A09Z-01	ckcc_reference/TCGA-DD-AAW1-01	ckcc_reference/TCGA-YL-A8SB-01	ckcc_reference/TCGA-HC-7817-01	ckcc_reference/TCGA-06-0649-01	ckcc_reference/TCGA-C5-A1BE-01	ckcc_reference/TARGET-21-PATISD-09	ckcc_reference/TCGA-K4-A5RH-01
DPY19L2P3	2.28570008278	5.43620014191	5.14120006561	3.62549996376	4.54600000381	4.01539993286	7.28469991684	3.56399989128	4.30919981003	4.34880018234
DPY19L2P4	1.84360003471	6.09740018845	0.0	0.985099971294	6.69969987869	4.18709993362	8.3373003006	0.0	1.50279998779	1.29299998283
DPY19L3	10.1357002258	10.5373001099	10.9065999985	9.28750038147	10.652299881	10.9715003967	11.2950000763	8.61740016937	8.42080020905	10.1956996918
DPYD	10.8984003067	9.43099975586	8.99569988251	9.86030006409	9.79829978943	10.0339002609	11.9628000259	8.76830005646	10.0248003006	10.3126001358
DPYD-AS1	2.28570008278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.04780006409	0.496499985456
DPYS	2.4986000061	5.75199985504	1.99380004406	14.6879997253	7.95450019836	3.81060004234	3.01909995079	1.56970000267	0.0	2.99720001221
DPYSL2	11.1485004425	11.0853996277	10.6485004425	11.9125003815	11.0809001923	10.8762998581	14.7013998032	9.83819961548	13.9954996109	11.6887998581
DPYSL3	12.4214000702	13.1590995789	10.1764001846	7.87699985504	13.2691001892	13.2238998413	15.7395000458	12.3021001816	4.18909978867	14.0853996277
DPYSL4	5.76789999008	9.02009963989	1.99380004406	0.985099971294	9.52980041504	9.00189971924	10.024600029	2.88709998131	0.0	4.42910003662
DPYSL5	0.82800000906	4.38089990616	0.0	0.0	2.43959999084	0.0	11.3471002579	2.78769993782	0.0	8.46560001373
DQX1	3.56710004807	0.0	9.11999988556	0.985099971294	1.68369996548	1.61240005493	5.48070001602	8.30360031128	5.27120018005	1.79289996624
DRAIC	3.12960004807	8.44299983978	6.00530004501	7.47800016403	9.26609992981	8.05300045013	4.41309976578	1.30820000172	5.08389997482	1.15869998932
DRAM1	10.8288002014	8.85219955444	10.0609998703	9.32540035248	9.07699966431	10.3900995255	9.8998003006	8.95870018005	10.7354001999	12.1908998489
DRAXIN	5.867000103	2.92820000648	4.6701002121	2.55999994278	3.30010008812	5.34989976883	8.48929977417	5.04390001297	5.53770017624	10.9384002686
DRC1	7.24949979782	2.76239991188	3.02839994431	3.29500007629	1.68369996548	2.53640007973	10.2814998627	0.98860001564	0.0	3.64429998398
DRC7	5.84770011902	1.79879999161	0.0	5.39699983597	6.07410001755	2.53640007973	8.89210033417	0.577300012112	5.92030000687	2.23189997673
DRD1	2.99580001831	6.86670017242	0.0	7.08920001984	4.8954000473	5.53200006485	5.10860013962	0.98860001564	0.0	2.66470003128
DRD2	2.03590011597	2.57500004768	0.0	0.0	4.74480009079	3.4063000679	6.13000011444	1.30820000172	0.0	4.40129995346
DRD4	4.50500011444	3.33500003815	2.80029988289	4.14160013199	2.93300008774	2.97429990768	4.54440021515	3.62280011177	3.14359998703	3.44099998474
DRD5	4.34910011292	2.35960006714	0.0	0.0	3.83529996872	1.2460000515	1.0109000206	2.1521999836	0.0	0.0
DRGX	5.95979976654	0.0	0.0	0.985099971294	0.0	0.753499984741	1.59959995747	0.577300012112	0.0	1.95449995995
DRICH1	1.35070002079	2.57500004768	3.02839994431	1.97759997845	3.06599998474	1.2460000515	2.33940005302	2.78769993782	4.61539983749	1.50829994678
DRP2	6.19169998169	7.44070005417	2.37179994583	0.985099971294	6.1658000946	7.21400022507	9.31180000305	4.10769987106	0.0	5.47730016708
DSC1	1.73360002041	3.9117000103	0.0	3.18740010262	3.62549996376	0.0	0.0	4.18779993057	0.0	0.0
DSC2	11.9041996002	10.7918996811	7.51060009003	8.88599967957	11.4848003387	11.1627998352	7.64370012283	14.4342002869	0.0	8.59539985657
DSC3	7.58850002289	8.44680023193	0.0	0.985099971294	10.1590003967	9.19149971008	0.0	15.0291996002	0.0	3.98099994659
DSCAM	2.99580001831	2.35960006714	0.0	0.985099971294	1.30739998817	0.0	7.78989982605	0.0	0.0	1.15869998932
DSCAM-AS1	0.0	2.10630011559	1.13300001621	0.0	1.98179996014	4.33659982681	0.0	0.0	0.0	0.0
DSCAML1	3.7444999218	3.55380010605	4.76809978485	0.985099971294	5.49980020523	2.69759988785	6.66540002823	1.56970000267	1.36029994488	1.40240001678
DSCAS	0.82800000906	2.10630011559	0.0	3.76710009575	1.68369996548	0.753499984741	1.59959995747	0.0	0.0	0.865299999714
DSCC1	8.26669979095	7.37760019302	6.52790021896	6.32789993286	7.0392999649	7.66769981384	7.65110015869	8.53369998932	8.37380027771	9.0812997818
DSCR8	0.0	0.0	0.0	0.985099971294	0.0	0.753499984741	0.0	0.0	0.0	0.0
DSCR9	2.4986000061	2.10630011559	2.73580002785	2.05780005455	2.55809998512	0.753499984741	3.50530004501	2.02530002594	5.19420003891	2.54180002213
DSE	10.8346996307	9.33030033112	9.45580005646	7.77309989929	9.45180034637	9.65429973602	10.9034004211	10.14220047	10.299200058	11.1547002792
DSEL	6.89270019531	10.0721998215	7.42110013962	4.77279996872	9.318400383	8.14770030975	10.9433002472	6.92469978333	3.3791000843	5.45660018921
DSG1	0.82800000906	3.55380010605	0.0	11.5307998657	2.43959999084	0.0	0.0	7.47300004959	0.0	0.496499985456
DSG1-AS1	0.0	2.35960006714	0.0	0.0	0.0	0.0	0.0	6.41209983826	0.0	0.0
DSG2	13.2537002563	11.8945999146	11.2883996964	8.45390033722	11.983300209	12.067899704	5.19110012054	12.7923002243	4.41790008545	10.6240997314
DSG2-AS1	2.85599994659	2.37579989433	2.00880002975	0.992200016975	1.6901999712	0.753499984741	0.0	3.16230010986	0.0	1.61660003662
DSG3	6.54300022125	3.44860005379	0.0	0.0	3.06599998474	5.69369983673	1.59959995747	15.5517997742	2.04780006409	0.865299999714
DSG4	1.35070002079	0.0	0.0	3.87890005112	1.98179996014	0.0	1.0109000206	5.70550012589	0.0	0.0
DSN1	9.71119976044	8.52980041504	8.95979976654	8.71490001678	9.09270000458	9.17109966278	9.12240028381	11.2534999847	9.63889980316	10.2771997452
DSP	13.5804004669	13.9292001724	13.38560009	14.0591001511	13.9274997711	12.9912996292	6.26940011978	16.3924007416	2.04780006409	9.18270015717
DSPP	0.0	0.0	0.0	0.985099971294	0.0	0.0	0.0	0.577300012112	0.0	0.0
DST	12.8956003189	12.299200058	11.4623003006	12.0528001785	12.586400032	12.1139001846	13.0637998581	14.2060003281	4.61539983749	13.2199001312
DSTN	13.4714002609	15.1189002991	13.945400238	12.3884000778	14.5500001907	14.9792995453	13.2082996368	12.5904998779	14.0349998474	13.3149995804
DSTNP1	3.82559990883	1.4076000452	3.02839994431	1.56509995461	2.78649997711	2.14709997177	3.60500001907	2.88709998131	3.14359998703	3.64429998398
DSTNP2	7.55340003967	5.87900018692	5.85010004044	5.58529996872	5.99300003052	6.16279983521	7.98780012131	6.73220014572	6.83099985123	7.17789983749
DSTYK	9.62310028076	9.69250011444	10.4518003464	9.7513999939	9.81960010529	9.52009963989	9.88910007477	8.82260036469	10.9505996704	10.0184001923
DTD1	9.97620010376	10.3781995773	9.99590015411	10.4708995819	9.92969989777	9.72700023651	10.9472999573	8.63749980927	11.1637001038	10.7943000793
DTHD1	7.58850002289	2.76239991188	3.82010006905	0.0	5.35129976273	3.09500002861	5.41359996796	2.56590008736	2.04780006409	6.20399999619
DTL	8.91180038452	5.45860004425	9.5187997818	7.46999979019	6.79290008545	7.17339992523	7.29780006409	11.0225000381	9.8373003006	10.3196001053
DTNA	8.67510032654	10.0233001709	7.83099985123	10.5361003876	10.1802997589	10.293299675	12.6353998184	4.73280000687	0.0	7.7811999321
DTNB	8.84770011902	10.8774003983	8.60939979553	8.5437002182	10.5375003815	9.44680023193	9.59729957581	10.3253002167	9.63319969177	9.62689971924
DTWD2	7.25680017471	8.58979988098	8.68869972229	7.19899988174	8.53320026398	8.99030017853	7.92859983444	7.29920005798	8.33930015564	7.26140022278
DTX1	6.43079996109	5.61280012131	4.79939985275	6.2923002243	7.40210008621	7.492000103	10.2165002823	5.74569988251	4.94390010834	4.05420017242
DTX2	11.0078001022	10.1499996185	10.2585000992	8.47280025482	9.77250003815	9.79049968719	8.90849971771	11.9050998688	7.98530006409	10.1999998093
DTX2P1	7.69329977036	6.57000017166	6.60599994659	4.75089979172	6.59460020065	5.98190021515	4.1423997879	8.46710014343	5.40799999237	5.82910013199
DTX2P1-UPK3BP1-PMS2P11	7.77610015869	7.01020002365	6.29699993134	6.31750011444	7.09800004959	7.76049995422	6.81689977646	8.90499973297	6.59509992599	6.1592001915
DTX3	10.1701002121	10.1208000183	6.76000022888	6.09969997406	10.3456001282	10.3692998886	11.961400032	9.83199977875	9.07310009003	10.8376998901
DTX3L	12.9926996231	11.4881000519	12.2231998444	12.4813995361	11.5503997803	11.5556001663	10.7472000122	12.5579996109	11.1448001862	12.3786001205
DTX4	11.6774997711	8.34780025482	7.14149999619	5.43009996414	9.34420013428	9.76609992981	9.12240028381	7.59560012817	6.25239992142	7.45279979706
DTYMK	10.1328001022	9.8533000946	9.74730014801	8.55510044098	9.59039974213	9.90880012512	10.5982999802	10.5422000885	11.2433004379	9.78439998627
DUOX1	9.51980018616	6.99879980087	11.9121999741	7.14940023422	10.2685003281	8.05830001831	5.17500019073	12.252699852	6.6359000206	8.83800029755
DUOX2	7.1686000824	5.72230005264	4.01529979706	2.57669997215	7.66149997711	6.08470010757	3.01909995079	9.11590003967	0.0	8.28940010071
DUOXA1	7.7390999794	5.38229990005	6.84479999542	0.0	8.95400047302	7.21320009232	3.92729997635	11.192899704	0.0	7.92500019073
DUOXA2	4.3313999176	2.52200007439	0.675000011921	2.29800009727	3.82710003853	2.37789988518	0.0	5.14790010452	0.0	5.61530017853
DUS1L	12.7476997375	12.6410999298	11.1990003586	13.0142002106	12.435500145	11.8594999313	10.7573003769	11.5611000061	9.90729999542	12.3791999817
DUSP1	12.5640001297	13.4848003387	9.92510032654	13.2600002289	13.5343999863	13.5768995285	13.0810003281	12.9646997452	13.8569002151	14.6380996704
DUSP10	8.99079990387	7.82410001755	10.803899765	10.8549995422	7.93720006943	7.99310016632	9.22140026093	9.66629981995	11.2774000168	11.9444999695
DUSP13	8.75489997864	7.16970014572	2.91880011559	0.0	0.0	0.0	3.01909995079	3.50270009041	0.0	0.0
DUSP14	10.3952999115	9.38889980316	10.3118000031	7.74490022659	9.3908996582	8.66909980774	10.763299942	10.960100174	9.34409999847	8.30239963531
DUSP15	4.40290021896	5.31629991531	2.80029988289	1.56509995461	5.87090015411	5.22310018539	8.47299957275	2.78769993782	4.61539983749	7.78660011292
DUSP16	10.553899765	11.6668996811	11.5034999847	12.6487998962	12.0066995621	10.3406000137	10.1916999817	10.8632001877	6.570499897	11.9385004044
DUSP18	8.20670032501	6.23409986496	8.16889953613	5.67379999161	6.91029977798	6.98309993744	8.14999961853	7.55509996414	10.4520998001	6.98859977722
DUSP19	5.97760009766	7.03070020676	4.97380018234	7.76459980011	7.45160007477	7.57219982147	8.27910041809	7.04339981079	8.54710006714	6.46110010147
DUSP2	9.45960044861	8.81830024719	8.29279994965	4.36380004883	6.82140016556	8.03139972687	5.66520023346	8.23460006714	10.2952003479	10.5160999298
DUSP23	9.72439956665	9.03450012207	9.75529956818	11.7211999893	9.02079963684	10.7096004486	10.220199585	9.71440029144	11.0679998398	12.6674995422
DUSP26	5.00040006638	8.66219997406	1.13300001621	2.55999994278	6.15089988708	6.53779983521	8.60669994354	1.79100000858	0.0	2.84050011635
DUSP27	2.4986000061	9.22329998016	1.99380004406	0.0	5.97609996796	5.55319976807	6.41389989853	0.0	3.14359998703	2.56809997559
DUSP3	11.6997995377	11.9114999771	12.4226999283	13.0375003815	11.491900444	12.0591001511	10.954000473	10.894900322	12.1365003586	12.8024997711
DUSP4	9.9125995636	8.78359985352	10.0317001343	5.8531999588	7.80550003052	10.7749004364	8.26970005035	7.84140014648	3.58159995079	10.6048002243
DUSP5	11.2530002594	9.91749954224	10.0408000946	7.90679979324	8.41969966888	9.90569972992	6.99889993668	10.1859998703	8.0202999115	10.883600235
DUSP5P1	4.55340003967	2.35960006714	0.0	1.56509995461	2.62339997292	2.69759988785	3.47930002213	2.30360007286	4.41790008545	3.9428999424
DUSP6	13.0788002014	9.57769966125	9.2936000824	11.3761997223	10.7285995483	10.2133998871	10.5060997009	10.057100296	12.0614995956	10.1051998138
DUSP7	10.7531003952	9.38539981842	8.22539997101	8.93010044098	9.70580005646	9.53219985962	9.52960014343	12.997300148	8.2455997467	10.9097003937
DUSP8	9.00389957428	9.55189990997	10.5155000687	8.10970020294	7.79120016098	9.55440044403	7.91650009155	9.82489967346	2.51149988174	10.3945999146
DUSP8P3	3.36490011215	3.07690000534	2.37179994583	2.78169989586	3.06599998474	1.61240005493	2.0164000988	0.0	0.0	3.77780008316
DUSP8P4	0.0	0.0	0.0	1.56509995461	0.0	0.0	2.33940005302	0.0	0.0	3.54870009422
DUSP8P5	6.71250009537	4.64190006256	5.17880010605	4.43079996109	5.94189977646	4.00810003281	4.97529983521	4.22849988937	3.9170999527	6.16319990158
DUSP9	3.7444999218	0.0	6.76789999008	8.69799995422	2.43959999084	5.59469985962	4.26859998703	5.71899986267	0.0	5.15019989014
DUTP1	0.82800000906	0.0	0.675000011921	0.0	0.79699999094	0.0	0.0	0.98860001564	3.14359998703	0.865299999714
DUTP2	0.82800000906	0.0	0.0	0.0	0.0	0.0	0.0	0.577300012112	6.28170013428	0.0
DUTP6	2.4986000061	2.35960006714	2.80029988289	2.29800009727	2.78649997711	1.2460000515	2.33940005302	2.88709998131	4.41790008545	4.77050018311
DUTP7	0.82800000906	0.0	0.675000011921	0.0	0.0	0.0	0.0	0.577300012112	3.14359998703	0.0
DUX4L26	0.82800000906	0.0	1.13300001621	0.985099971294	0.0	0.0	2.0164000988	0.0	0.0	1.40240001678
DUX4L27	1.73360002041	3.07690000534	0.0	1.56509995461	5.32499980927	3.66219997406	2.33940005302	2.44070005417	3.75909996033	2.23189997673
DUX4L50	4.45480012894	2.35960006714	1.75969994068	0.0	5.81529998779	2.97429990768	6.26940011978	5.24450016022	7.76359987259	5.99679994583
DUXAP8	3.64249992371	0.0	4.13380002975	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DUXAP9	6.07810020447	8.61789989471	5.53020000458	3.09450006485	9.93190002441	6.80800008774	5.13009977341	3.50200009346	7.49900007248	11.6107997894
DVL1	12.6007995605	11.9280996323	10.4504995346	11.2572002411	11.4132995605	11.0346002579	10.832400322	11.0549001694	8.85120010376	10.9912004471
DYDC1	2.68400001526	0.0	0.0	0.0	2.22880005836	0.0	2.33940005302	0.0	0.0	0.0
DYDC2	5.52229976654	1.4076000452	1.13300001621	0.985099971294	6.18060016632	0.753499984741	4.26859998703	3.06730008125	0.0	0.496499985456
DYNAP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.22620010376	0.0	0.0
DYNC1I1	4.40290021896	8.45020008087	2.6710999012	11.0733003616	7.69180011749	7.77099990845	10.1905002594	7.05940008163	0.0	6.54600000381
DYNC1I2P1	3.76110005379	3.61640000343	4.77790021896	3.71210002899	2.56890010834	5.5798997879	5.14799976349	4.92500019073	4.15269994736	4.43680000305
DYNC1LI2	12.4104995728	12.043299675	11.5298995972	10.8695001602	12.3957004547	12.2175998688	12.8212003708	11.9180002213	11.1941003799	11.9142999649
DYNC2H1	8.73670005798	9.42749977112	9.48680019379	5.97049999237	10.6403999329	9.45390033722	10.157500267	7.26730012894	8.93669986725	8.01229953766
DYNC2LI1	8.51309967041	9.61859989166	9.77509975433	7.79670000076	9.87390041351	9.06610012054	10.1905002594	9.19750022888	9.42850017548	8.32110023499
DYNLL2	12.3758001328	13.2475996017	11.8858995438	13.242600441	13.2024002075	12.6395998001	12.6256999969	12.7096004486	8.77579975128	12.5613002777
DYNLRB2	5.36840009689	6.06860017776	5.65859985352	4.77850008011	6.1359000206	5.32539987564	8.40540027618	2.30360007286	2.04780006409	2.09990000725
DYNLT3	9.24600028992	10.3770999908	10.5468997955	10.4139995575	10.3562002182	10.407699585	9.8547000885	12.0740003586	6.0623998642	11.1738996506
DYRK1B	9.20300006866	10.334400177	9.84689998627	8.73159980774	9.89200019836	9.73970031738	9.41839981079	9.68620014191	4.41790008545	9.82289981842
DYRK2	10.3743000031	9.32900047302	8.8606004715	9.59759998322	9.93719959259	9.42389965057	9.27439975739	10.6106004715	9.83979988098	10.1779003143
DYRK3	7.83860015869	7.0123000145	9.54090023041	7.20860004425	6.43540000916	6.61049985886	7.98169994354	6.84149980545	8.26039981842	7.33659982681
DYRK4	8.60499954224	9.49020004272	6.35989999771	8.14999961853	9.54979991913	9.39169979095	9.86330032349	8.42790031433	9.53600025177	9.93200016022
DYSF	10.6021995544	9.75870037079	9.85990047455	10.4365997314	9.52410030365	8.84939956665	8.73939990997	7.20609998703	10.6618995667	11.461400032
DYX1C1	6.37799978256	6.98439979553	6.49009990692	2.29800009727	7.03159999847	6.43470001221	7.08669996262	6.54720020294	6.05910015106	5.2171998024
DYX1C1-CCPG1	0.0	0.0	0.0	0.0	4.98210000992	3.59990000725	5.34140014648	0.0	5.11940002441	1.97430002689
DZANK1	7.68410015106	6.97489976883	6.5827999115	5.10020017624	7.16319990158	6.43860006332	8.32549953461	5.29960012436	7.3576002121	7.25750017166
DZIP1	8.50829982758	8.84189987183	5.45450019836	7.76800012589	9.21780014038	8.99040031433	10.3094997406	9.19349956512	0.0	11.0618000031
DZIP1L	7.67859983444	6.54790019989	5.51550006866	3.14330005646	7.13320016861	7.25339984894	7.62900018692	7.11679983139	7.15040016174	8.16670036316
DZIP3	9.87849998474	10.2517004013	9.57859992981	9.02810001373	10.2431001663	9.37559986115	11.0635004044	8.47099971771	8.48530006409	8.88589954376
E2F1	9.75969982147	7.257999897	8.06750011444	7.75810003281	7.46969985962	7.84170007706	9.27919960022	11.3480997086	7.55089998245	11.7924003601
E2F2	8.65299987793	4.59340000153	7.88660001755	4.8779001236	5.77699995041	5.87319993973	7.2311000824	10.3472995758	7.42500019073	8.87580013275
E2F3	10.1176996231	8.34780025482	8.88720035553	8.00909996033	8.94939994812	8.51799964905	8.94950008392	9.75360012054	10.9357004166	10.7560997009
E2F3P1	3.90240001678	0.869000017643	2.19519996643	0.0	2.62339997292	0.0	0.0	0.98860001564	0.0	1.95449995995
E2F3P2	0.0	0.869000017643	0.675000011921	0.0	2.43959999084	0.0	2.0164000988	0.98860001564	0.0	0.0
E2F5	8.90060043335	9.40509986877	8.97360038757	7.45480012894	8.53040027618	8.48079967499	9.24279975891	6.70879983902	7.27299976349	8.11620044708
E2F6P1	0.0	1.49479997158	0.0	2.44790005684	0.0	3.15179991722	2.17070007324	1.72599995136	1.86749994755	0.0
E2F7	5.7048997879	2.35960006714	7.09819984436	5.39699983597	5.69719982147	5.16909980774	6.94049978256	10.7596998215	6.64020013809	10.0853996277
E2F8	7.75309991837	4.77850008011	7.35109996796	4.97100019455	5.1563000679	4.82959985733	6.25029993057	9.93280029297	6.33869981766	8.01000022888
EAF1-AS1	2.1154999733	3.58299994469	2.40140008926	3.58599996567	3.72539997101	0.788299977779	0.0	1.64660000801	4.56370019913	0.897499978542
EAF2	7.32119989395	8.01599979401	7.29190015793	4.9251999855	9.07699966431	9.8984003067	6.82899999619	7.96019983292	12.2670001984	6.34189987183
EBAG9P1	2.03590011597	1.79879999161	1.75969994068	1.97759997845	1.68369996548	1.2460000515	1.59959995747	1.79100000858	2.04780006409	0.865299999714
EBF1	7.30709981918	8.67980003357	7.04710006714	6.76469993591	8.34969997406	7.95370006561	9.28149986267	5.96610021591	7.64429998398	9.80440044403
EBF2	4.89149999619	6.52209997177	5.78889989853	6.3626999855	6.1658000946	4.8639998436	5.19110012054	1.56970000267	0.0	5.4906001091
EBF3	4.96500015259	6.58559989929	6.39099979401	4.92469978333	7.2295999527	6.31969976425	5.92829990387	4.3001999855	5.76270008087	7.55410003662
EBF4	7.91009998322	10.0970001221	8.10859966278	5.75190019608	10.8480997086	10.2821998596	9.25059986115	9.76259994507	7.03450012207	11.2153997421
EBI3	6.92070007324	5.66069984436	6.51849985123	4.77850008011	5.75750017166	6.53779983521	8.02729988098	5.38700008392	3.58159995079	8.48719978333
EBLN2	5.28480005264	3.74379992485	3.02839994431	4.9251999855	4.22489976883	3.49679994583	4.10799980164	3.56399989128	7.79440021515	3.20429992676
EBP	9.82900047302	10.10779953	9.96959972382	12.6527996063	11.4238004684	11.8717002869	9.79819965363	11.9362001419	11.7671003342	11.6076002121
EBPL	8.45979976654	9.90489959717	9.69489955902	12.7269001007	9.88269996643	9.87390041351	9.46669960022	9.70730018616	9.95129966736	8.84239959717
ECE1	13.9176998138	12.5841999054	14.3541002274	11.5241003036	12.8690004349	13.3267002106	12.880200386	14.1583003998	8.56509971619	13.2378997803
ECE2	8.26189994812	8.49820041656	8.47620010376	8.46949958801	8.23429965973	8.19559955597	10.0066995621	10.7243003845	9.48330020905	9.27260017395
ECEL1	4.96500015259	1.79879999161	6.05789995193	1.56509995461	3.06599998474	5.37389993668	7.94649982452	2.78769993782	0.0	8.06190013885
ECEL1P2	0.82800000906	0.0	0.675000011921	0.0	0.0	3.94519996643	0.0	0.0	0.0	0.0
ECH1	12.5336999893	12.5869998932	12.5439996719	13.7771997452	12.0993995667	13.0910997391	11.8100004196	12.0396003723	13.5685997009	11.8875999451
ECHDC2	10.8416004181	11.8613996506	10.7378997803	13.4809999466	12.357000351	11.1265001297	10.6318998337	10.3374004364	8.07999992371	10.1666002274
ECHDC3	9.30729961395	9.01550006866	8.52079963684	11.8107995987	8.79990005493	8.53680038452	5.02110004425	9.60560035706	6.12860012054	5.74380016327
ECHS1	11.3361997604	13.2339000702	12.44810009	15.3269996643	12.5847997665	12.9540996552	11.5276002884	12.0424003601	12.9379997253	11.7433004379
ECI1	10.0559997559	11.4097995758	11.6345996857	13.1131000519	10.9738998413	11.1322002411	10.8522996902	10.9900999069	9.64169979095	10.0382995605
ECI2	10.0214996338	12.4478998184	11.089099884	13.4149999619	11.2594995499	11.3079004288	11.1359996796	7.83470010757	11.5612001419	11.2388000488
ECM1	11.69810009	9.76830005646	13.8566999435	5.61450004578	10.8329000473	8.05770015717	9.62730026245	11.5451002121	9.33710002899	10.6199998856
ECM2	8.50389957428	9.16209983826	8.46829986572	11.9419002533	9.5640001297	9.38160037994	11.460100174	6.1672000885	5.08389997482	10.7544002533
ECSCR	0.0	0.0	0.0	0.0	0.0	1.84230005741	2.98250007629	0.0	0.0	0.0
ECT2	10.6251001358	8.66520023346	10.4749002457	6.49389982224	9.01669979095	9.71160030365	9.77670001984	13.8053998947	8.09659957886	10.9600000381
ECT2L	5.85200023651	2.46919989586	2.33820009232	3.26740002632	4.78509998322	2.98189997673	3.87630009651	3.22210001945	5.26940011978	3.36770009995
EDA	5.22629976273	7.7922000885	6.23979997635	3.97189998627	8.04189968109	7.34149980545	8.43959999084	4.78529977798	7.69969987869	3.546200037
EDA2R	5.28480005264	7.26579999924	6.82210016251	8.50539970398	7.27050018311	7.25990009308	6.37909984589	2.68109989166	8.3111000061	4.01800012589
EDAR	3.82559990883	2.92820000648	0.0	4.36380004883	5.12610006332	3.2063999176	3.18930006027	7.18669986725	0.0	0.865299999714
EDARADD	6.56339979172	7.16629981995	4.2267999649	6.75579977036	7.91370010376	7.5939002037	3.22270011902	8.92380046844	5.48719978333	8.6033000946
EDDM3A	0.0	0.0	0.0	1.56509995461	0.0	0.0	0.0	0.0	0.0	0.0
EDEM1	11.703499794	10.7159996033	12.2052001953	12.4100999832	11.2642002106	11.2768001556	10.5255002975	11.1656999588	11.6424999237	12.1493997574
EDEM3	10.6565999985	11.6311998367	10.9366998672	11.3978996277	11.2664003372	11.2149000168	10.476099968	10.6543998718	10.7472000122	10.7423000336
EDIL3	11.5489997864	9.88889980316	8.95460033417	6.32789993286	10.5309000015	9.80860042572	8.43959999084	6.36019992828	0.0	12.5446996689
EDN1	9.22749996185	8.22169971466	4.37060022354	6.41330003738	8.02560043335	8.19909954071	6.52939987183	10.7756004333	4.8685002327	5.93030023575
EDN2	7.06969976425	6.86670017242	6.43139982224	3.43219995499	6.3467001915	7.07410001755	1.0109000206	12.4327001572	3.3791000843	4.85489988327
EDN3	0.82800000906	3.21169996262	0.0	0.0	7.80070018768	4.99389982224	5.34320020676	0.0	0.0	0.496499985456
EDNRA	11.2896003723	10.307299614	8.78549957275	5.39699983597	10.2201004028	11.0389003754	10.1535997391	7.89309978485	4.41790008545	7.14060020447
EDNRB	7.69490003586	10.5846996307	8.79720020294	10.1134004593	10.2622995377	9.33329963684	12.8569002151	5.60690021515	3.3791000843	7.94409990311
EDRF1-AS1	2.83109998703	0.869000017643	1.9251999855	1.56509995461	1.77970004082	0.525099992752	1.89170002937	2.39420008659	4.49219989777	1.54530000687
EEA1	9.24300003052	10.3057003021	10.1371002197	10.4308996201	10.344499588	10.2761001587	9.94209957123	10.3964996338	10.7299995422	10.7009000778
EEF1A1P10	0.82800000906	2.79710006714	3.13310003281	1.97759997845	2.62339997292	2.36059999466	2.82610011101	0.577300012112	2.51149988174	1.7963000536
EEF1A1P11	10.4701004028	5.52740001678	6.41590023041	4.93489980698	5.81680011749	7.30900001526	3.7458999157	4.51940011978	7.11789989471	5.68639993668
EEF1A1P12	5.56290006638	5.91319990158	7.49079990387	5.43209981918	6.78980016708	6.73629999161	4.06580018997	5.00330018997	6.46750020981	5.88850021362
EEF1A1P13	6.03149986267	6.67939996719	7.41660022736	6.61030006409	7.13500022888	7.99940013885	5.88360023499	5.25120019913	9.07940006256	6.73089981079
EEF1A1P14	2.68400001526	1.79879999161	1.75969994068	3.29500007629	0.79699999094	3.20860004425	1.59959995747	0.98860001564	1.36029994488	1.79289996624
EEF1A1P16	1.42340004444	3.33730006218	3.00710010529	1.57930004597	2.23099994659	2.61279988289	0.0	1.79309999943	2.05329990387	2.75789999962
EEF1A1P19	6.79190015793	5.79110002518	6.71999979019	5.15670013428	5.92430019379	7.78779983521	4.01140022278	5.77309989929	5.54790019989	6.44799995422
EEF1A1P22	1.73360002041	2.8343000412	2.53069996834	0.985099971294	2.3547000885	3.64569997787	0.0	1.99000000954	3.38129997253	2.57310009003
EEF1A1P24	0.0	0.869000017643	0.675000011921	0.0	0.0	1.90970003605	0.0	0.0	0.0	1.16929996014
EEF1A1P25	1.35070002079	0.0	1.13300001621	0.0	0.79699999094	1.61240005493	0.0	0.577300012112	5.53970003128	0.865299999714
EEF1A1P29	1.67879998684	1.44309997559	1.76979994774	1.97759997845	2.22880005836	2.4593000412	0.0	0.577300012112	2.75869989395	1.61080002785
EEF1A1P3	0.82800000906	0.0	1.75969994068	0.0	0.79699999094	1.90439999104	1.0109000206	0.577300012112	8.31820011139	0.0
EEF1A1P30	2.4986000061	1.4076000452	0.0	1.56509995461	0.0	0.0	2.0164000988	0.0	5.01560020447	0.865299999714
EEF1A1P33	0.0	0.0	0.0	0.0	1.68369996548	0.753499984741	2.82610011101	0.577300012112	0.0	0.0
EEF1A1P4	2.69099998474	1.80900001526	3.05660009384	0.0	2.63380002975	4.49160003662	1.0109000206	2.0460999012	4.5531001091	2.7648999691
EEF1A1P5	13.2656002045	12.4040002823	13.6997003555	12.3318004608	13.0348997116	13.5649003983	12.2157001495	11.1199998856	14.7968997955	11.9560003281
EEF1A1P6	8.893699646	9.90569972992	10.513299942	9.51809978485	10.2349996567	11.0659999847	8.94009971619	8.65219974518	11.5369997025	9.79580020905
